Title,Review,Rating,Have assessablity Issue,Assessability Issue Type
Application Failure,"Iâ€™m sure the app is great and useful, but I canâ€™t even open it without it closing as soon as I use my Face ID. That has to be fixed if Iâ€™m gonna ever enjoy this app.",1,Yes,UI Accessibility Issues (UI)
Options,The request to call is gone with this update so now the app is pointless it was very convenient please work on this,1,Yes,UI Accessibility Issues (UI)
New update,Canâ€™t even use the app now because your new update is glitchy. Wonâ€™t let me past the update page. Please fix,1,Yes,UI Accessibility Issues (UI)
Problem,Keep saying update but doesnâ€™t give the option and will not let me use,1,Yes,UI Accessibility Issues (UI)
What is going on?,App just completely stopped working. It asked me to update and once I updated the app it would not work! This is truly an inconvenience.,1,Yes,UI Accessibility Issues (UI)
Trash,"App told me it was ready to be updated now the app doesnâ€™t work at all every time i open it, its telling me to update the app and yes my phone is compatible.",1,Yes,UI Accessibility Issues (UI)
Latest version,I canâ€™t log in my account because it keeps telling me to update but the site wonâ€™t let me update,1,Yes,UI Accessibility Issues (UI)
What happen?,I just updated the app and itâ€™s still telling me I have to update it. I have an iPhone 6 Plus. I hope they fix this soon. Now I regret updating the app,1,Yes,UI Accessibility Issues (UI)
ConnectNetwork,The app is slow and takes forever to load or to send the message !!! Sometimes my loved one does even get the emails,1,Yes,UI Accessibility Issues (UI)
Can't even add an inmate,"Like I said. Can't even add an inmate. It won't give me any options for state nor facility. When I ""search by name"" even then the 'next' button won't work (stays grey)",1,Yes,Input and Control Issues (INPUT)
White screen,Screen goes white after first login got two phone calls on a $50 charge needs a lot of work,1,Yes,UI Accessibility Issues (UI)
Donâ€™t download the newest version,You canâ€™t compose a message or reply to any of them. It shuts down the app as soon as you try. VERY frustrating.,1,Yes,UI Accessibility Issues (UI)
Confusing,"I added an inmate and I can send them money 
 But when I try to sent a massage but it says I have to add an inmate. When I try to add the same inmate it says inmate canâ€™t be found.",1,Yes,Navigation and Interaction Problems (NAV)
Update,I have updated my app and when I open it it is still saying there is a update. I deleted app and redownloaded it yet same thing. Iâ€™m confused.,1,Yes,UI Accessibility Issues (UI)
APP Doesnâ€™t Work,I updated my APP as prompted however now it wonâ€™t load. It keeps telling me I need to update the app. I have restarted my phone and that did not work.,1,Yes,UI Accessibility Issues (UI)
Bad update,Did an a update and now I canâ€™t sign in because it says it needs to update but it already did update. What the heck? I have a iPhone 7 Plus,1,Yes,UI Accessibility Issues (UI)
This so called update,"I can no longer get into my connect network app....
 Itâ€™s telling me to update to 3.0.0 version and when I go to do so it does not work.",1,Yes,UI Accessibility Issues (UI)
App not working!,After the update it will not even allow me to sign it. It keeps saying new update available.,1,Yes,UI Accessibility Issues (UI)
All bad,It said an update was available and after updating it still says the same thing,1,Yes,UI Accessibility Issues (UI)
Fix it,I can not get past inmate name. This seems to be an ongoing problem. Fix it. It defeats having a mobile version if you can't use it.,1,Yes,UI Accessibility Issues (UI)
Update does not work,"Still didnâ€™t fix it, try again!!!! 
 The developers of this app are horrible!!!",1,No,Non-Accessibility Issues (NO)
Doesnâ€™t work,Every time I try to open it it closes automatically. Very frustrating!,1,Yes,UI Accessibility Issues (UI)
Upgrade,"I have the app and it was working great. Now they want to upgrade to 3.0 and the app isnâ€™t letting me upgrade, itâ€™s very frustrating so please get it fixed.",1,Yes,UI Accessibility Issues (UI)
Very upset,So since i have updated my app 3 days ago it no longer allows me to access it continues to tell me to update ... i donâ€™t like it,1,Yes,UI Accessibility Issues (UI)
Update 3.0.0,Asking to update when I open app takes me to App Store to download update which is already installed on my phone. App doesnâ€™t work. Period.,1,Yes,UI Accessibility Issues (UI)
Ughhhhh,This new 3.0 update does not work it keeps saying update the app to 3.0 when clearly itâ€™s update and the update wonâ€™t move off the phone !,1,Yes,UI Accessibility Issues (UI)
Update issue,The 3.0.0 update is not letting me on the app after I updated it keeps giving me the same message that I need to update it but I already did ughh,1,Yes,UI Accessibility Issues (UI)
Connect network app on iPhone,Why wonâ€™t mine work to request to call on my iPhone 8 ? What do I have to do to fix it so my inmate can be informed when to call me ?...,1,Yes,Navigation and Interaction Problems (NAV)
Messsges,Sometimes takes hours to get a reply back after sent message. It's nice to get in contact but needs to be updated!!,1,Yes,UI Accessibility Issues (UI)
Unless app,This is the most useless app I've ever had. From reading the recent reviews I assume you could care less. But it is worth what I paid for it.,1,No,Non-Accessibility Issues (NO)
Will not allow me to create an account.,Keeps saying invalid security question when I try to create an account. Ridiculous !,1,Yes,Input and Control Issues (INPUT)
App or joke?,"Must be a joke, took my deposit, won't let me add an inmate. I guess they just keep the money. No contact info to ask for help. Michigan attorney general being contacted about possible fraud. AVOID THIS APP!!!",1,No,Non-Accessibility Issues (NO)
The Worst!!!!!!! Zero stars,"How on earth do they get away with ripping people off? The mobile app don't work, you have to use your laptop to send or read your emails.",1,Yes,Navigation and Interaction Problems (NAV)
Problems,This app needs another update it wonâ€™t let me write or receive my email.,1,Yes,UI Accessibility Issues (UI)
This is ridiculous,This wonâ€™t even let me write him itâ€™s logging me out and itâ€™s half black when I pull it up !!!! Fix the issue !!!!!,1,Yes,UI Accessibility Issues (UI)
"Wonâ€™t let me login, keep saying update",Iâ€™ve already UPDATED IT TO A NEWER VERSION! But it keeps telling me to update! When I did already! Wonâ€™t let me login keep sending me back to the App Store!,1,Yes,UI Accessibility Issues (UI)
Is not working!!!,I updated the app and now it keeps telling to update it when I already did!! It wonâ€™t let me open it at all!!,1,Yes,UI Accessibility Issues (UI)
New update,"Wonâ€™t open, it updated but now does work at all. Have to go to main site to make transactions",1,Yes,UI Accessibility Issues (UI)
Need to update?,I canâ€™t login says I need to update to latest version and there is no update option or where can I find it???? Help,1,Yes,UI Accessibility Issues (UI)
TERRIBLE,WORST APP ! Everything about it is terrible ! Taking our money just to not give us best quality of this app! Needs more work and improvement ASAP,1,No,Non-Accessibility Issues (NO)
Fix it!!,The app keeps telling me to update when it already updated I canâ€™t access my account,1,Yes,UI Accessibility Issues (UI)
Doesnâ€™t work,The app doesnâ€™t work keeps saying needs updates but nothing is there to update,1,Yes,UI Accessibility Issues (UI)
